id,content,page,file
292e2cfb-78c2-4f3f-8933-0461a73fb206," 
8885. Monroe St.   Houston, Texas USA 77061   
Phone: (713) 956- 2002  
Fax(713) 956-2141  
 
 
STDS- PWI-IOM-TM-0.0  1/26  
 
  
 
  
 
 
 
 
 
 
 
 
 
INSTALLATION OPERATION AND 
MAINTENANCE MANUAL  
 
VERTICAL INLINE  SINGLE STAGE PWI  SERIES  
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 ",1,PWI_IOM.pdf
3de35656-be70-4131-a261-22ae00d2bb6e," 
8885. Monroe St.   Houston, Texas USA 77061   
Phone: (713) 956- 2002  
Fax(713) 956-2141  
 
 
STDS- PWI-IOM-TM-0.0  2/26  
 
TABLE OF CONTENTS  
 
SECTION 1 –  PWI PUMP DESCRIPTION  ............................................................................................................... 3 
SECTION 2 -  HANDLING & STORAGE  .................................................................................................................. 3 
SECTION 3 -  INSTALLATION  .................................................................................................................................. 4 
SECTION 4 -  PREPARING FOR O PERATION  ....................................................................................................... 6 
SECTION 5 –  OPERATION  ..................................................................................................................................... 10 
SECTION 6 -  STARTING THE PUMP  .................................................................................................................... 11 
SECTION 7 -  OPERATIONAL CHECKS  ................................................................................................................ 12 
SECTION 8 -  TROUBLE CHECKLIST  ................................................................................................................... 14 
SECTION 9 -  MAINTENANCE  ............................................................................................................................... 15 
SECTION 10 –  TORQUE VALUES  ......................................................................................................................... 24 
SECTION 11 -  SPARE PARTS  .................................................................................................................................  25 
 
TABLE OF FIGURES  
  
FIGURE 1 ....................................................................................................................................................... 7 
FIGURE 2 ....................................................................................................................................................... 9 
FIGURE 3 ..................................................................................................................................................... 26 
 
TABLE OF TABLES  
TABLE 1 ....................................................................................................................................................... 13 
TABLE 2 ....................................................................................................................................................... 19 
TABLE 3 ....................................................................................................................................................... 24 
TABLE 4 ....................................................................................................................................................... 25 ",2,PWI_IOM.pdf
53fb6952-d6a5-49de-8ce6-6e7d250ae7a9," 
8885. Monroe St.   Houston, Texas USA 77061   
Phone: (713) 956- 2002  
Fax(713) 956-2141  
 
 
STDS- PWI-IOM-TM-0.0  3/26 Sect ion 1 – PWI Pump Description  
 
The PumpWorks 610 PWI pump is a single  stage , vertical in-line c entrifugal pump manufactured 
in accordance with the American Petroleum Institute (API) Standard 610.  
 
Our PWI -BB (OH3) design features a vertical bearing housing system to take the radial and 
axial forces  exerted upon the pump,  and connects the pump and driver with a flexible spacer 
coupling. The standard PWI (OH4) design relies on the bearings in the vertical driver to take the 
forces, and utilizes a rigid spacer coupling design. Both systems allow for the removal of the 
mechanical seal without removing the driver  or suction and discharge piping.  
 
NOTE : All reference numbers (provided in parentheses) in this manual refer to the typical 
sectional drawing, Figure 3 . 
 
Section 2 -  Handling & Storage  
 
Inspection  
 
Upon receipt, carefully inspect the unit for damage and validate  against the bill of lading. Report 
any damaged  or missing items  to the carrier's local representative and submit  a copy  of the 
report  to PumpWorks  610. While removing packaging  do not  discard any small accessories t hat 
may be attached . 
 
Handling  
 Lift the complete unit using the provided lifting lugs on the pump driver stand (3160) with proper 
lifting techniques.  
 
 
Storage - Short Term 
 
When storing  the unit for less than 6 months prior to installation, store  on a skid in a dry location 
to protect the unit  from moisture, sand, grit and other contaminants. Do not remove the provided 
protective covers on the suction and discharge flanges.  
 
Storage - Long Term 
 
When storing the unit more than 6 months prior to installation, t he pump must be cov ered or 
stored indoors . Perform the following  upon receipt and at 6 month intervals:  
 
1. (PWI -BB only) Prior to storage, remove the oil vent plug and fill the bearing housing with one 
quart of vapor emitting oil. Reinstall vent plug.   ",3,PWI_IOM.pdf
d8f492a4-f00c-43eb-ba67-ed0645e9e7b2," 
8885. Monroe St.   Houston, Texas USA 77061   
Phone: (713) 956- 2002  
Fax(713) 956-2141  
 
 
STDS- PWI-IOM-TM-0.0  4/26 2. Coat all unpainted exterior machined surfaces liberally with a li ght petroleum grease or 
equivalent rust preventative.  
3. Rotate pump shaft (2210) 3.5 turns (180 º from original position).  
4. Remove the protective covers on the suction and discharge flanges.  Remove any visible rust 
on internal surfaces and coat with a li ght petroleum grease or equivalent rust  preventative. 
Replace protective covers on the flanges.  
 
NOTE: Accumulation of condensation in the unit  must be avoided. Store the unit away from 
climatic extremes.  
 
When auxiliary equipment such as drivers, mechanic al seals (4200) , or instrumentation is 
provided, additional preparation for long  term storage  may be required . Refer to the appropriate 
manufacturer's literature for specific instructions.  
 
 
Section 3 -  Installation  
 
General  
 
Support and anchor suction and discharge piping independently near the pump so strain will not 
be transmitted to the pump casing  when flange bolting is tightened. Piping must independently 
align with the pump flanges;  never  force piping into place at suction or discharge flanges.  
 
If an expansion joint or non- rigid pipe coupling is used, install a pipe anchor as near to the 
suction and/or discharge flanges as possible. Proper installation of the pipe anchor will eliminate any undesirable forces on the pump. Use large -radius elbows wherev er possible.   Flush all 
piping thoroughly to remove any foreign matter before connecting  to the pump.  Per the 
Hydraulic Institute, there should be at least five to ten pipe diameters of straight pipe length coming into the suction before the first fitting,  strainer, or valve is installed, and it is preferable to 
have the same conditions after the discharge.  
 
Location  
 
The unit should be positioned as close to the suction source as practical , in order to optimize 
suction conditions, while ensuring sufficient  clearance around the unit to allow for cooling and 
maintenance accessibility.  
 ",4,PWI_IOM.pdf
3e390729-ac6c-4e23-b890-b6fe071aa93e," 
8885. Monroe St.   Houston, Texas USA 77061   
Phone: (713) 956- 2002  
Fax(713) 956-2141  
 
 
STDS- PWI-IOM-TM-0.0  5/26 Suction Piping  
 
1. The nominal suction pipe diameter must be the same size as  the nominal suction flange size.  
 
2. Ensure that suction lines are sealed to avoid leakage and air pockets.  
 3. Per the Hydraulic Institute, r educers, if used, should be of the conical type and sufficiently 
long to prevent fluid turbulence. Contour type reducers are not recommended..  Eccentric or 
concentric reducers may be used when the liquid source is above the pump and the suction 
piping is sloping upwards toward the source.  
  
4. Start -up, cone -type suction strainers should be used and must have a net free area of at least 
three times the suction pipe area; they should point upstream into oncoming flow. 
 5. Install ing a gate valve in the suction line permit s closing the line for pump inspection and 
maintenance.   
 
CAUTION: Never throttle the pump with the suction valve; while pump is in operation, this valve 
should always
 be fully open.  
 
Discharge Pi ping  
 1. A check valve and gate valve should be installed in the discharge piping.  The check valve, 
placed between the unit  and gate valve, prevents pumpage from running back through the unit. 
The gate valve is used in priming, starting,  and shutdown of the unit and to control discharge 
flow. 
 
2. If increasers are used in  the discharge piping , they should be located between the check 
valve and the unit . 
 
 ",5,PWI_IOM.pdf
111723ff-762f-473f-bbf1-40494318646f," 
8885. Monroe St.   Houston, Texas USA 77061   
Phone: (713) 956- 2002  
Fax(713) 956-2141  
 
 
STDS- PWI-IOM-TM-0.0  6/26 Section 4 -  Preparing for Operation  
 
General  
 
When pumps and drivers are received from the factory wit h the motor installed and pinned  on 
the pump driver stand, they have been accurately aligned before shipment.  Realignment is 
necessary after t he suction and discharge piping have been installed.  
 
Alignment should be checked after working on the mechanical seal or removing the driver  to 
ensure minimal repair and maintenance of the unit  after re -assembly .  
 
Driver Lubrication  
 
Motor bearings should be serviced and lubricated as outlined in the motor manufacturer's 
instructions.   For the PWI  (OH4) , all pump hy draulic thrust loads  are taken by the motor 
bearings .  
 
Bearing Housing Lubrication (PWI -BB only ) 
 
The bearing housing incorporates an oil flinger and pumping ring to circulate oil to the bearings. 
Fill the bearing housing to the proper level (Centerline of the bull’s eye) with ISO/ASTM VG 32 
oil. For lubrication changi ng intervals, refer to Section 7 Operational Checks.  
 The constant level oiler bottle will be found already mounted to the bearing housing. Adjustment 
should be made as detailed below:  
 
Fill the bearing housing with proper grade of oil through the constant level oiler cup to 1/4"" (6.35 
millimeters) below the level mark. Then fill the oiler bottle with oil and place it in the oiler cup. 
The housing is filled when oil remains in the oiler bottle.  
 If the oil level is not at the proper level, remove bottle and reset level adjuster (See Figure 1 ). 
Replace bottle (repeat operation until proper level is obtained). Thereafter, it is only necessary 
to keep bottle filled with oil.  
 
 ",6,PWI_IOM.pdf
fa470403-7417-495f-848f-84d7d81807ca," 
8885. Monroe St.   Houston, Texas USA 77061   
Phone: (713) 956- 2002  
Fax(713) 956-2141  
 
 
STDS- PWI-IOM-TM-0.0  7/26 Figure 1  
 
Mechanical Seals  
 
As a standard, the PWI  pump is equipped  with a cartridge- type mechanical seal (4200), which 
complies with the service requirements outlined on the pump data sheet. The seals are factory -
installed , and no adjustment is required.  
 NOTE: Seal settin g devices must be disengaged prior to start -up, but are required to be 
installed when removal of the coupling spacer is necessary.  The mechanical seal is not 
designed to withstand the entire weight of the rotating assembly.  
 
Seal Flush Piping  
 
Seal flush piping should be installed in accordance with the service requirements outlined in the 
pump data sheet and the seal manufacturer's recommendations. Vent seal cavity to prime seal 
and piping prior to start up. Refer to the general arrangement drawing and auxiliary  system IOM 
details, as necessary, provided in the final data package .  
 
Rotation  
 
The driver rotation must be verified prior to start -up. To check rotation, remove the coupling 
guard and coupling spacer  to disengage the pump from the driver . Make m omentary contact 
with the motor starter , also known as a “bump test”,  to verify correct rotation.  
 
",7,PWI_IOM.pdf
e45781a2-c0cc-49ca-b85c-453c876c52cf," 
8885. Monroe St.   Houston, Texas USA 77061   
Phone: (713) 956- 2002  
Fax(713) 956-2141  
 
 
STDS- PWI-IOM-TM-0.0  8/26 WARNING: Keep clear of rotating components when checking the motor rotation. Be sure that 
tools and loose hardware are clear before starting motor.  
 
Alignment of Spacer Type Couplings (OH4 only)  
 
WARNING: Be sure that power to the motor is off and locked out before removing or installing 
the coupling or coupling guard.  
 
A spacer type coupling is used between the pump and driver. To align the spacer coupling, first 
replace the mechanical seal setting devices per the seal manufacturer’s guidelines , loosen the 
set screws fastening the seal drive collar to the shaft , remove the spacer between the pump and 
driver, then remove the pump coupling hub and mechanical seal.  Either construct solid 
brackets or use magne tic clamps, as shown in Figure 2, in order to hold both dial indicators at  
the required locations.  
  
NOTE: All T.I.R. measurements are to be taken perpendicularly to each face marked in Figure 
2. 
 
Position 1:  Fix one bracket /clamp to the motor coupling hub horizontal face and assemble the 
dial indicator so that it is located and oriented on the seal c hamber bore.  Fix the other 
bracket/clamp to the pump seal chamber horizontal face and assemble the dial indicator so that it is located and oriented on the outer diameter of the motor coupling  hub flange as shown.   
Maximum total run- out readings on both dial indicators shall be per coupling manufacturer 
recommendation, and not exceed 0 .005” T.I.R.   If the runout exceeds this value, loosen the 
motor mounting bolts and realign the motor.  Once the motor is realigned, carefully tighten the 
motor mounting bolts and repeat this procedure as many times as necessary.  
 NOTE: It is not necessary to have two dial indicators.  Position 1 can be done as a two- step 
process with a single indicator.  
 Position 2: Using the first bracket mounted to the motor hub, align the dial indicator on the back 
face of the case cover plate.  The runout should not exceed 0.002”.  
 
Position 3: Mount  a bracket on the back of the case cover face, seen as the left bracket in the 
figure, and align the indicator to the inside edge of the motor hub.  The runout should not exceed 
0.0005” . 
 
Position 4: Using the same bracket mounting face location from the third position, check the 
runout of the motor hub by indicating on the face as shown.  This runout should also not exceed 
0.0005”.  
 
Position 5: Do a final check on the pump shaft by fully assembling the coupling and setting up a 
bracket on the case cover face  and indicating on the shaft.  This runout should not exceed 
0.002”.  
 ",8,PWI_IOM.pdf
52b9aa80-9112-4b8f-8b35-2605a1154d89," 
8885. Monroe St.   Houston, Texas USA 77061   
Phone: (713) 956- 2002  
Fax(713) 956-2141  
 
 
STDS- PWI-IOM-TM-0.0  9/26  
 
 
Figure 2  
 
High Temperature Operation  
 
Pumps handling liquids at temperatures above 300º  F (150º C) should be gradually brought to 
operating temperature prior to  start-up. This can be accomplished by circulating hot pumpage 
through the pump and controlling  the circulation so that the pump casing temperature rise does 
not exceed 150º F (37.8º C) per hour. The pump casing temperature must be within 75º F (24º 
C) of the pumpage before star t-up and operation.  
 WARNING: Bring  the pump up to the operating temperature slowly before start up. Severe 
thermal shock can damage the pump and cause injury . ",9,PWI_IOM.pdf
f23a9311-e1c5-49e7-8db9-d4beba87f3c2," 
8885. Monroe St.   Houston, Texas USA 77061   
Phone: (713) 956- 2002  
Fax(713) 956-2141  
 
 
STDS- PWI-IOM-TM-0.0  10/26 Section 5 – Operation  
Operating Capacity  
 
Centrifugal pumps should not be operated at greatly r educed capacity or with a closed 
discharge valve because the energy required to drive the pump is converted to heat and the 
temperature of the liquid may reach its bubble point. If this occurs, the rotating parts are 
exposed to vapor with no lubrication and damage to internal parts will occur.  
 There are several ways  to protect the pump from damage:  
 
1. Add a l iquid temperature sensor to shut the pump down if the pumpage temperature 
exceeds a predetermined level.  See the High Temperatur e Operation passage of 
Section 4 for some guidelines.  
2. Add a flow meter to the suction with an alarm level set for the minimum continuous safe 
flow (MCSF) ability of the pump, which can be found on the pump data sheet. Operating 
below the MCSF increases the radial loading on the s ystem, which can lead to 
shortened bearing life, increases the NPSH of the pump, and can lead to internal 
cavitation.  
3. Installing a constant open minimum -flow by -pass between the pump discharge and the 
suction source should unexpected blockage occur in the pipeline.  
4. Adding a suction pressure sensor upstream from the pump to shut the pump down if the 
suction pressure drops below a predetermined level.  
5. Adding a vibration sensor to shut the pump down if the vibration level exceeds a 
predetermined value.  
 
NOTE:  Never throttle pump on suction side.  The suction valve should always
 be fully open 
during pump operation.  
 
Freezing  
 During cold weather when the pump is not in operation, the pump should be drained to prevent 
the liquid inside from freezing.  Proper stora ge procedures should be followed while the pump is 
not in use.  
 WARNING: If the pumpage is toxic, flammable, or corrosive, take proper precautions for 
handling pumpage before draining the pump.  
 
Shut-Down 
 
To avoid water hammer, it is recommended that the discharge valve be partially closed to the 
minimum flow point just prior to shut -down of the pump.  ",10,PWI_IOM.pdf
